Objective = 866.98
Vehicle    Node    Arrival Time
1    0    0.0
1    50    10.904
1    122    28.434
1    52    112.0
1    124    121.022
1    38    173.396
1    27    179.476
1    99    195.0
1    110    206.396
1    12    269.316
1    43    297.383
1    84    302.316
1    68    308.0
1    140    318.232
1    115    330.383
1    56    382.0
1    128    392.614
1    145    399.731
2    0    274.228
2    66    276.0
2    138    292.82
2    63    333.0
2    135    353.994
2    145    363.96
3    0    0.0
3    42    8.651
3    114    30.641
3    39    59.0
3    111    68.584
3    15    160.0
3    26    168.07
3    72    177.502
3    87    193.0
3    98    201.07
3    57    204.259
3    144    208.072
3    10    215.0
3    129    218.872
3    23    229.132
3    44    234.628
3    95    239.567
3    82    248.0
3    116    267.628
3    45    326.0
3    117    334.193
3    70    338.623
3    8    347.754
3    5    363.423
3    142    370.701
3    80    375.073
3    77    393.0
3    30    422.0
3    1    446.323
3    102    455.0
3    73    464.001
3    145    471.763
4    0    54.712
4    33    61.559
4    17    66.0
4    105    74.106
4    89    99.0
4    18    290.0
4    53    300.441
4    125    314.054
4    90    323.0
4    60    362.0
4    67    370.82
4    132    379.885
4    71    398.103
4    139    403.82
4    143    431.103
4    145    439.355
5    0    20.156
5    11    26.948
5    69    40.0
5    32    47.142
5    83    59.948
5    141    67.457
5    104    76.095
5    61    173.125
5    13    181.13
5    133    195.393
5    85    210.0
5    48    339.0
5    120    350.31
5    145    358.283
6    0    30.734
6    49    38.934
6    37    50.0
6    109    67.095
6    121    71.934
6    35    89.617
6    107    100.0
6    20    121.0
6    14    138.409
6    92    154.0
6    86    171.409
6    46    228.0
6    118    250.03
6    55    406.0
6    127    422.228
6    145    431.86
7    0    37.882
7    3    43.558
7    47    61.0
7    119    66.89
7    75    76.558
7    16    89.692
7    88    94.0
7    34    183.109
7    106    187.0
7    51    205.0
7    123    224.009
7    62    243.154
7    134    253.838
7    64    265.0
7    136    279.69
7    21    352.232
7    65    381.0
7    93    385.232
7    19    389.719
7    137    402.567
7    91    421.402
7    145    432.63
8    0    82.103
8    4    83.0
8    40    94.87
8    6    102.052
8    112    107.961
8    76    116.0
8    78    129.0
8    22    217.192
8    2    243.53
8    94    250.192
8    74    259.0
8    58    286.0
8    24    299.62
8    96    307.271
8    130    319.0
8    28    365.529
8    29    369.0
8    100    384.762
8    101    402.0
8    25    448.975
8    97    464.0
8    145    473.533
9    0    151.022
9    9    154.0
9    41    179.0
9    81    187.0
9    59    193.617
9    113    207.97
9    131    226.617
9    54    253.0
9    36    260.191
9    126    264.659
9    7    268.943
9    108    281.0
9    79    289.0
9    31    399.964
9    103    407.0
9    145    413.439
