Objective = 1443.03
Vehicle    Node    Arrival Time
1    0    390.038
1    76    392.0
1    204    397.528
1    257    403.883
2    0    119.719
2    84    126.0
2    212    137.758
2    11    231.227
2    50    236.795
2    10    244.344
2    178    253.519
2    139    264.0
2    138    277.344
2    62    348.407
2    115    353.0
2    243    367.973
2    190    374.0
2    257    381.007
3    0    238.942
3    112    247.915
3    240    254.418
3    120    261.0
3    80    270.0
3    110    286.644
3    248    292.731
3    208    302.053
3    238    319.644
3    31    383.007
3    65    388.483
3    119    398.0
3    159    414.0
3    193    420.171
3    247    427.012
3    51    434.797
3    179    444.41
3    257    455.432
4    0    48.787
4    102    53.0
4    230    65.392
4    93    83.036
4    41    87.248
4    169    104.0
4    221    116.036
4    82    140.831
4    15    154.762
4    210    167.905
4    53    175.067
4    143    186.321
4    49    190.877
4    22    195.979
4    181    201.471
4    177    212.21
4    150    227.769
4    9    236.453
4    52    245.405
4    39    250.024
4    137    262.0
4    23    270.92
4    180    278.05
4    167    283.024
4    151    291.0
4    106    312.0
4    55    326.454
4    234    330.79
4    107    341.0
4    128    355.652
4    183    359.454
4    235    371.657
4    256    388.652
4    257    400.994
5    0    46.222
5    121    58.0
5    19    85.413
5    249    91.0
5    147    118.0
5    12    143.907
5    29    164.038
5    56    170.723
5    140    176.907
5    157    192.0
5    184    203.723
5    123    291.0
5    45    316.983
5    251    324.0
5    122    344.314
5    173    348.0
5    86    365.0
5    250    369.153
5    87    379.088
5    215    386.511
5    6    391.096
5    214    398.0
5    134    419.0
5    257    433.256
6    0    78.366
6    118    90.381
6    37    115.605
6    246    119.72
6    98    127.0
6    165    147.155
6    101    152.028
6    226    160.0
6    229    174.299
6    70    220.293
6    63    232.843
6    191    246.0
6    198    253.293
6    104    334.973
6    94    339.0
6    66    357.292
6    232    366.366
6    222    372.0
6    194    390.292
6    257    403.06
7    0    15.219
7    109    24.0
7    237    28.488
7    88    213.0
7    43    220.192
7    57    227.215
7    185    241.0
7    216    245.059
7    171    253.192
7    18    257.724
7    146    276.0
7    83    294.0
7    35    297.973
7    211    305.365
7    163    312.0
7    257    321.489
8    0    170.999
8    64    173.329
8    16    182.039
8    192    185.936
8    144    192.0
8    60    198.706
8    68    212.0
8    188    218.927
8    196    245.0
8    61    273.965
8    73    280.0
8    201    299.332
8    189    303.822
8    103    334.503
8    124    339.0
8    252    349.26
8    126    361.49
8    231    365.72
8    4    383.406
8    132    387.994
8    254    393.652
8    71    399.0
8    199    406.66
8    69    413.534
8    197    423.917
8    257    436.633
9    0    347.623
9    95    349.0
9    223    360.314
9    74    382.93
9    117    389.356
9    202    403.58
9    32    418.0
9    245    422.356
9    160    451.0
9    257    461.555
10    0    52.844
10    14    57.479
10    36    62.378
10    142    69.0
10    164    83.0
10    13    134.384
10    141    150.0
10    42    197.984
10    34    203.706
10    170    220.0
10    162    234.0
10    2    260.016
10    5    268.0
10    130    275.813
10    90    294.931
10    133    301.0
10    48    313.931
10    218    321.334
10    176    335.0
10    81    347.0
10    209    355.954
10    257    361.948
11    0    46.765
11    21    54.545
11    79    61.932
11    149    83.0
11    207    94.932
11    8    134.07
11    136    141.0
11    1    182.666
11    89    187.0
11    129    196.758
11    17    205.503
11    217    214.398
11    38    223.0
11    145    236.801
11    78    252.671
11    166    256.0
11    206    285.671
11    111    293.0
11    239    311.128
11    114    316.118
11    72    327.171
11    200    344.906
11    242    349.118
11    3    367.994
11    33    377.721
11    161    387.0
11    131    392.598
11    257    405.655
12    0    0.0
12    91    6.213
12    219    19.709
12    85    31.412
12    44    45.748
12    25    54.0
12    213    64.412
12    172    78.748
12    153    87.0
12    97    192.0
12    113    207.0
12    225    220.379
12    241    228.216
12    257    234.753
13    0    61.392
13    20    72.881
13    100    77.87
13    228    85.7
13    148    95.0
13    40    102.874
13    47    115.498
13    168    122.0
13    59    131.164
13    175    136.668
13    187    146.0
13    257    152.206
14    0    41.763
14    92    52.0
14    58    57.939
14    186    76.384
14    220    85.0
14    75    195.0
14    127    219.0
14    203    227.449
14    255    252.0
14    28    276.331
14    67    291.0
14    156    301.0
14    195    324.0
14    30    353.568
14    105    366.0
14    158    377.0
14    7    386.284
14    233    399.0
14    96    410.0
14    135    419.0
14    224    432.276
14    257    439.434
15    0    298.867
15    24    303.684
15    152    317.0
15    257    332.124
16    0    32.882
16    99    43.845
16    27    53.713
16    227    59.243
16    116    71.0
16    155    81.808
16    244    104.0
16    125    268.0
16    26    283.787
16    253    301.0
16    154    315.0
16    54    356.941
16    182    362.0
16    77    366.469
16    205    381.454
16    46    409.389
16    108    419.0
16    174    439.0
16    236    448.839
16    257    459.845
