Objective = 1668.17
Vehicle    Node    Arrival Time
1    0    23.426
1    105    33.476
1    118    44.0
1    100    58.97
1    255    66.476
1    268    76.054
1    36    82.304
1    250    89.955
1    145    98.126
1    186    115.304
1    295    127.754
1    17    375.748
1    66    381.0
1    136    390.0
1    167    403.564
1    216    414.0
1    286    419.251
1    71    542.294
1    221    549.0
1    301    556.683
2    0    172.117
2    75    176.468
2    79    180.639
2    101    189.0
2    225    197.743
2    229    206.938
2    133    212.053
2    251    222.0
2    283    245.053
2    37    257.102
2    138    264.0
2    187    283.903
2    288    296.464
2    92    322.0
2    242    337.707
2    126    473.0
2    276    486.017
2    83    513.343
2    33    520.197
2    2    526.818
2    139    532.614
2    233    539.467
2    183    547.803
2    152    555.0
2    289    563.243
2    301    573.082
3    0    282.717
3    88    288.849
3    119    301.0
3    238    321.849
3    269    334.0
3    60    454.074
3    125    468.0
3    3    481.975
3    210    487.074
3    275    497.043
3    137    503.127
3    153    512.0
3    68    531.0
3    287    535.149
3    218    549.0
3    14    555.46
3    164    588.459
3    301    600.0
4    0    154.378
4    128    157.0
4    76    170.548
4    278    177.406
4    77    182.869
4    42    192.109
4    226    202.959
4    227    213.417
4    192    225.109
4    72    362.506
4    107    366.0
4    257    374.197
4    222    386.053
4    301    392.497
5    0    90.052
5    150    100.0
5    16    122.0
5    300    125.68
5    59    150.748
5    166    155.0
5    209    163.0
5    34    253.233
5    144    262.0
5    184    279.009
5    22    289.052
5    294    294.339
5    172    320.0
5    81    363.8
5    120    369.688
5    270    378.273
5    91    383.0
5    231    395.963
5    241    416.0
5    58    527.9
5    130    532.45
5    43    547.174
5    208    553.0
5    280    565.45
5    193    576.298
5    301    582.434
6    0    412.681
6    114    413.0
6    8    433.821
6    264    446.0
6    158    453.0
6    9    510.0
6    54    515.777
6    204    526.046
6    116    533.807
6    159    543.0
6    266    566.807
6    301    573.257
7    0    92.075
7    53    104.6
7    203    116.0
7    148    150.132
7    89    159.0
7    298    174.851
7    78    187.843
7    239    192.0
7    131    211.0
7    228    214.379
7    281    233.864
7    106    288.0
7    256    303.779
7    23    473.731
7    45    489.05
7    50    496.939
7    173    503.222
7    195    511.683
7    200    529.183
7    99    534.136
7    94    540.217
7    18    546.877
7    41    553.881
7    249    563.333
7    244    569.209
7    191    574.0
7    168    579.877
7    301    583.776
8    0    11.617
8    149    19.994
8    1    28.0
8    299    38.874
8    151    61.0
8    84    236.0
8    132    258.0
8    282    264.76
8    234    269.0
8    142    301.0
8    40    313.288
8    292    326.92
8    129    331.531
8    190    343.607
8    279    364.531
8    117    378.0
8    141    393.38
8    267    404.43
8    102    412.0
8    291    426.38
8    252    431.849
8    301    444.236
9    0    26.624
9    63    34.206
9    112    42.0
9    213    57.0
9    262    75.0
9    74    102.0
9    15    110.704
9    165    116.689
9    224    135.0
9    85    176.906
9    121    188.0
9    235    203.577
9    271    221.0
9    146    250.0
9    69    262.158
9    296    272.757
9    56    276.753
9    219    282.341
9    93    289.0
9    206    309.753
9    243    322.0
9    55    454.791
9    57    461.791
9    207    471.0
9    205    479.0
9    62    485.298
9    30    495.99
9    180    507.991
9    20    513.618
9    212    518.298
9    170    534.0
9    301    538.883
10    0    38.355
10    32    49.51
10    123    55.0
10    182    72.0
10    273    88.0
10    95    131.0
10    7    142.025
10    245    149.496
10    157    158.0
10    13    229.0
10    48    251.84
10    163    262.0
10    198    274.668
10    97    310.0
10    73    323.41
10    223    331.0
10    247    343.0
10    6    420.516
10    39    424.945
10    156    435.846
10    189    442.0
10    70    484.07
10    220    489.0
10    301    495.664
11    0    60.203
11    19    63.826
11    169    69.0
11    29    106.368
11    87    117.612
11    179    137.0
11    237    150.612
11    96    254.961
11    27    264.496
11    246    283.802
11    110    289.0
11    177    296.0
11    111    300.607
11    260    311.034
11    261    317.083
11    49    367.264
11    65    373.673
11    199    382.357
11    113    403.0
11    215    406.673
11    140    422.0
11    263    432.897
11    290    454.249
11    108    458.0
11    103    471.0
11    258    480.114
11    253    486.865
11    98    515.0
11    248    523.222
11    10    562.609
11    160    579.0
11    301    592.253
12    0    130.677
12    25    136.286
12    38    144.006
12    188    157.226
12    175    166.045
12    82    172.0
12    52    176.59
12    202    197.811
12    232    205.0
12    51    364.937
12    67    384.833
12    217    391.0
12    201    396.0
12    109    416.0
12    259    434.59
12    301    448.33
13    0    390.464
13    135    393.0
13    147    403.073
13    285    411.336
13    86    432.0
13    297    436.073
13    31    451.396
13    236    460.331
13    90    464.0
13    181    482.0
13    240    486.88
13    301    496.898
14    0    186.884
14    5    196.253
14    35    202.436
14    155    227.0
14    185    235.436
14    143    253.0
14    293    265.772
14    11    301.745
14    115    307.0
14    161    321.0
14    265    340.0
14    122    370.0
14    4    392.176
14    272    403.0
14    154    419.0
14    47    425.434
14    80    430.186
14    197    447.159
14    230    460.623
14    26    469.03
14    176    478.0
14    301    489.35
15    0    65.58
15    28    78.0
15    134    94.073
15    178    111.0
15    284    119.493
15    12    161.558
15    162    166.0
15    127    202.0
15    277    217.482
15    104    298.0
15    61    318.488
15    254    331.0
15    44    344.778
15    211    351.0
15    24    362.06
15    194    370.747
15    174    378.848
15    46    392.153
15    21    397.933
15    196    415.0
15    171    425.0
15    64    461.371
15    124    468.975
15    214    487.0
15    274    501.975
15    301    514.235
