Objective = 1227.33
Vehicle    Node    Arrival Time
1    0    233.35
1    101    243.781
1    41    258.046
1    38    262.249
1    142    272.0
1    205    276.781
1    145    284.529
1    50    290.121
1    103    298.116
1    24    310.052
1    154    316.0
1    207    328.5
1    128    332.373
1    209    339.782
2    0    2.736
2    60    16.0
2    52    42.0
2    164    45.696
2    156    75.0
2    67    232.0
2    66    255.287
2    171    265.0
2    170    288.287
2    98    346.0
2    202    357.026
2    95    397.688
2    199    408.999
2    76    419.0
2    180    432.591
2    209    445.871
3    0    74.145
3    89    82.0
3    99    93.594
3    3    102.231
3    193    112.402
3    203    119.592
3    107    131.0
3    51    154.0
3    25    180.223
3    155    187.0
3    129    195.613
3    57    228.8
3    64    244.0
3    168    251.745
3    161    261.8
3    19    316.0
3    30    325.174
3    123    349.0
3    134    355.0
3    209    358.871
4    0    241.469
4    9    245.703
4    113    260.0
4    28    277.079
4    91    304.0
4    132    310.079
4    46    316.345
4    195    331.263
4    150    341.138
4    84    359.0
4    7    368.401
4    188    381.002
4    74    388.0
4    111    393.0
4    178    421.0
4    209    434.22
5    0    323.568
5    34    324.028
5    15    345.613
5    138    357.028
5    119    363.0
5    83    415.0
5    187    438.637
5    209    454.722
6    0    93.854
6    94    101.0
6    198    106.422
6    17    190.496
6    121    205.0
6    32    240.0
6    13    256.701
6    136    273.0
6    117    280.0
6    75    363.0
6    69    375.0
6    179    395.686
6    173    400.305
6    31    411.344
6    37    425.0
6    135    430.45
6    47    437.628
6    141    458.0
6    151    466.266
6    209    475.496
7    0    0.0
7    87    11.874
7    73    21.212
7    177    28.845
7    191    44.874
7    61    89.0
7    165    102.729
7    81    134.0
7    6    149.603
7    185    156.848
7    110    164.0
7    8    175.947
7    112    186.0
7    22    211.356
7    59    218.0
7    126    228.563
7    163    234.605
7    12    239.106
7    116    252.598
7    33    258.032
7    40    261.674
7    144    274.212
7    137    282.869
7    42    315.0
7    44    327.63
7    146    348.0
7    148    360.63
7    26    398.045
7    130    405.0
7    209    408.775
8    0    47.088
8    48    53.0
8    45    81.39
8    152    86.0
8    149    114.39
8    92    349.0
8    1    357.661
8    105    370.819
8    93    377.505
8    196    381.209
8    21    395.519
8    197    402.166
8    125    408.147
8    209    421.929
9    0    38.631
9    43    44.249
9    5    51.596
9    109    56.009
9    85    67.0
9    147    77.249
9    189    100.0
9    14    205.244
9    118    217.0
9    82    338.0
9    88    344.831
9    186    371.0
9    192    377.831
9    209    393.677
10    0    117.767
10    23    119.0
10    97    131.429
10    201    145.143
10    127    152.0
10    78    177.0
10    182    187.441
10    80    264.0
10    184    275.225
10    96    358.0
10    72    375.0
10    200    390.147
10    176    398.164
10    65    405.0
10    68    417.999
10    169    426.28
10    172    450.999
10    209    461.789
11    0    89.891
11    16    92.0
11    10    107.838
11    120    125.0
11    114    132.0
11    86    220.0
11    90    232.345
11    190    244.949
11    62    250.883
11    194    258.098
11    166    283.883
11    4    316.972
11    108    335.559
11    53    340.0
11    102    354.0
11    157    361.023
11    104    373.0
11    206    386.28
11    208    398.823
11    36    423.542
11    11    427.382
11    140    437.0
11    115    448.0
11    209    458.828
12    0    42.041
12    71    43.366
12    79    59.0
12    183    72.47
12    175    76.366
12    54    97.0
12    158    115.297
12    2    204.122
12    106    217.0
12    35    228.854
12    49    237.869
12    139    246.0
12    39    257.277
12    153    263.0
12    143    283.0
12    56    288.512
12    70    301.0
12    160    309.983
12    174    321.051
12    63    346.757
12    18    353.648
12    122    365.0
12    167    379.757
12    77    430.335
12    29    442.643
12    133    451.0
12    181    463.335
12    209    472.113
13    0    9.287
13    55    13.0
13    159    25.321
13    58    79.0
13    162    96.49
13    27    104.943
13    20    116.369
13    131    126.0
13    124    141.0
13    100    173.0
13    204    179.59
13    209    184.402
