Objective = 1708.48
Vehicle    Node    Arrival Time
1    0    16.22
1    128    19.0
1    39    28.124
1    24    37.236
1    284    46.584
1    195    59.0
1    180    62.896
1    21    217.0
1    153    228.0
1    177    250.0
1    309    261.0
1    66    314.632
1    222    319.0
1    42    440.0
1    16    446.5
1    120    450.255
1    276    461.842
1    198    473.0
1    172    478.826
1    83    582.552
1    25    589.075
1    239    598.89
1    181    607.0
1    52    638.626
1    56    653.35
1    208    668.0
1    212    679.0
1    313    688.234
2    0    113.815
2    85    116.0
2    13    121.629
2    241    134.145
2    169    150.0
2    88    177.116
2    69    191.743
2    225    199.0
2    244    210.116
2    10    300.191
2    166    316.0
2    1    394.0
2    142    419.0
2    157    427.0
2    144    438.716
2    300    445.611
2    298    452.0
2    121    484.486
2    80    510.825
2    277    517.486
2    78    533.0
2    236    543.825
2    22    555.575
2    234    566.0
2    5    569.978
2    178    577.674
2    149    591.602
2    161    602.978
2    132    618.0
2    305    624.602
2    288    630.28
2    108    657.0
2    60    676.051
2    264    687.382
2    216    702.0
2    313    711.983
3    0    33.623
3    55    43.232
3    211    54.0
3    77    218.0
3    94    232.0
3    68    239.761
3    233    251.0
3    250    256.908
3    224    260.562
3    38    297.0
3    122    314.127
3    194    330.0
3    278    347.127
3    135    427.779
3    117    454.0
3    291    460.779
3    273    469.369
3    113    601.363
3    12    609.901
3    269    623.491
3    168    630.0
3    313    635.724
4    0    168.474
4    81    175.0
4    33    183.0
4    11    196.363
4    237    208.0
4    189    216.0
4    167    229.363
4    37    239.821
4    193    257.0
4    155    430.0
4    76    437.625
4    232    457.757
4    311    462.209
4    59    497.269
4    70    510.382
4    215    514.0
4    226    520.625
4    313    525.056
5    0    77.69
5    150    82.0
5    306    89.278
5    73    288.0
5    19    299.137
5    229    321.0
5    175    330.0
5    34    352.0
5    123    377.0
5    190    385.0
5    279    391.773
5    27    426.11
5    183    433.969
5    104    443.0
5    260    457.206
5    92    595.0
5    102    598.976
5    258    605.103
5    3    613.057
5    248    624.787
5    159    638.0
5    313    647.754
6    0    167.572
6    62    168.711
6    112    196.0
6    218    201.711
6    147    207.434
6    86    212.0
6    268    223.906
6    303    232.936
6    242    242.589
6    67    249.467
6    110    265.628
6    223    274.61
6    266    298.628
6    87    327.0
6    243    348.864
6    111    441.0
6    2    459.0
6    267    468.847
6    158    492.0
6    119    506.056
6    154    523.0
6    275    531.016
6    107    534.798
6    310    547.313
6    263    567.798
6    130    638.0
6    4    645.382
6    286    655.104
6    51    663.0
6    160    677.221
6    49    688.275
6    207    696.0
6    205    705.0
6    313    718.917
7    0    63.348
7    6    70.183
7    162    75.0
7    29    99.0
7    36    110.444
7    185    132.0
7    192    143.444
7    15    171.73
7    171    183.459
7    140    191.0
7    296    199.098
7    46    326.0
7    139    353.0
7    202    359.0
7    295    386.0
7    116    622.0
7    20    635.749
7    272    649.936
7    176    667.0
7    45    681.031
7    201    691.0
7    313    700.492
8    0    14.916
8    148    17.0
8    124    26.06
8    304    50.0
8    280    59.06
8    127    204.0
8    58    218.996
8    283    230.944
8    214    242.0
8    28    291.0
8    54    305.903
8    184    324.0
8    210    336.0
8    8    354.134
8    75    367.292
8    164    378.0
8    231    392.236
8    152    405.0
8    74    416.0
8    308    438.0
8    230    449.0
8    101    484.0
8    257    494.778
8    138    613.0
8    294    621.12
8    126    651.0
8    282    655.729
8    313    660.608
9    0    73.084
9    143    76.0
9    299    87.058
9    26    111.688
9    182    121.0
9    61    291.913
9    217    304.0
9    151    434.0
9    17    440.343
9    307    458.344
9    79    464.045
9    173    470.287
9    235    497.045
9    50    534.0
9    146    552.93
9    206    567.0
9    302    572.188
9    65    612.024
9    221    619.0
9    313    627.762
10    0    228.935
10    71    235.557
10    227    249.0
10    82    259.489
10    238    275.417
10    145    281.0
10    115    306.0
10    301    309.885
10    271    324.121
10    48    329.079
10    204    343.0
10    137    427.071
10    53    453.0
10    293    460.071
10    9    476.585
10    209    486.0
10    134    494.675
10    165    498.684
10    290    527.675
10    44    569.577
10    91    580.0
10    200    602.577
10    247    613.0
10    313    623.704
11    0    102.847
11    84    110.0
11    89    125.0
11    240    133.214
11    245    146.044
11    118    149.214
11    57    162.051
11    213    167.0
11    274    182.214
11    97    217.0
11    14    226.683
11    170    230.866
11    98    243.445
11    253    248.664
11    254    276.445
11    18    324.236
11    174    329.0
11    43    471.057
11    199    479.0
11    99    487.0
11    133    508.36
11    255    517.514
11    289    525.274
11    103    560.0
11    259    583.736
11    64    643.05
11    220    655.0
11    63    684.842
11    219    695.0
11    313    700.353
12    0    10.338
12    90    19.0
12    246    23.922
12    105    59.0
12    7    67.096
12    261    72.754
12    163    98.0
12    156    293.0
12    141    296.817
12    297    306.734
12    312    326.0
12    41    397.229
12    35    418.455
12    191    425.0
12    197    430.229
12    32    449.825
12    188    464.0
12    93    542.0
12    114    555.0
12    249    565.749
12    72    580.098
12    270    585.062
12    228    611.0
12    313    621.024
13    0    23.166
13    30    30.0
13    96    50.35
13    186    63.0
13    252    83.35
13    95    89.0
13    125    113.69
13    251    122.0
13    281    146.69
13    47    222.083
13    203    231.0
13    109    242.352
13    129    253.9
13    265    260.478
13    285    265.362
13    136    276.0
13    23    302.0
13    292    309.0
13    179    335.0
13    106    459.487
13    40    470.765
13    262    481.42
13    196    487.0
13    100    537.0
13    256    547.553
13    131    582.0
13    287    594.604
13    31    625.479
13    187    645.0
13    313    659.301
