Objective = 1239.7557
Vehicle    Node    Arrival Time
1    0    152.114
1    91    157.0
1    75    179.275
1    203    183.285
1    81    207.0
1    187    212.275
1    58    233.0
1    193    239.443
1    32    255.017
1    170    260.608
1    48    274.627
1    144    280.02
1    33    287.0
1    160    304.865
1    64    310.0
1    145    320.0
1    176    343.0
1    88    363.609
1    99    376.0
1    200    396.609
1    211    409.0
1    225    416.006
2    0    118.924
2    110    128.059
2    49    138.571
2    222    151.036
2    161    166.0
2    69    299.0
2    92    307.736
2    181    325.162
2    102    331.0
2    204    340.736
2    60    355.0
2    214    360.656
2    53    374.008
2    43    379.763
2    172    386.177
2    165    402.0
2    155    410.027
2    225    417.295
3    0    165.45
3    67    173.0
3    2    180.835
3    179    188.422
3    114    208.569
3    36    213.427
3    23    225.59
3    135    230.0
3    148    235.767
3    61    246.0
3    173    253.903
3    225    259.407
4    0    24.342
4    7    32.696
4    119    47.0
4    62    108.0
4    55    112.22
4    174    120.265
4    167    138.0
4    76    253.92
4    97    282.083
4    188    286.92
4    30    298.061
4    142    305.0
4    209    315.083
4    5    345.96
4    117    360.0
4    95    390.0
4    207    398.748
4    35    433.873
4    56    440.361
4    168    461.346
4    147    466.873
4    225    480.0
5    0    388.031
5    8    389.839
5    120    396.0
5    40    400.633
5    152    405.0
5    94    411.972
5    24    416.692
5    28    438.079
5    206    442.538
5    136    448.813
5    140    461.132
5    225    471.564
6    0    176.02
6    108    180.0
6    105    192.0
6    71    201.404
6    220    206.221
6    217    225.0
6    183    234.404
6    96    345.0
6    208    358.748
6    77    404.941
6    87    415.0
6    199    428.54
6    189    437.941
6    225    450.185
7    0    0.0
7    59    6.886
7    101    23.225
7    171    29.868
7    213    37.759
7    19    66.703
7    85    71.0
7    131    89.0
7    197    104.0
7    103    168.0
7    34    180.0
7    215    191.893
7    146    213.0
7    72    345.157
7    27    350.094
7    139    364.0
7    184    378.157
7    41    450.615
7    153    458.0
7    225    468.411
8    0    43.724
8    44    53.285
8    42    57.0
8    156    66.39
8    154    90.0
8    20    206.501
8    132    222.0
8    109    227.863
8    6    233.935
8    221    249.02
8    84    255.573
8    118    261.731
8    68    281.0
8    196    288.211
8    46    297.27
8    180    301.729
8    158    312.0
8    89    414.0
8    52    439.296
8    201    444.375
8    164    455.0
8    225    464.288
9    0    127.675
9    90    133.0
9    78    151.881
9    202    166.0
9    190    184.881
9    106    193.0
9    218    207.914
9    54    253.656
9    166    268.0
9    79    282.0
9    191    297.934
9    82    305.0
9    10    322.0
9    194    331.313
9    18    349.872
9    122    355.0
9    130    362.834
9    225    372.71
10    0    17.561
10    16    19.57
10    31    39.878
10    128    52.57
10    111    58.0
10    143    72.878
10    223    91.0
10    12    113.0
10    65    130.682
10    177    138.946
10    124    146.0
10    86    280.0
10    98    290.351
10    198    313.0
10    210    323.351
10    107    407.0
10    219    423.777
10    225    431.137
11    0    62.676
11    66    64.0
11    39    76.115
11    151    81.308
11    4    88.563
11    178    96.843
11    57    107.301
11    116    112.925
11    169    140.301
11    11    288.634
11    123    296.0
11    1    351.277
11    113    364.0
11    93    398.0
11    21    406.188
11    205    412.399
11    38    417.063
11    133    424.0
11    150    438.815
11    225    448.437
12    0    142.765
12    22    155.37
12    134    181.0
12    104    209.0
12    216    219.506
12    29    235.167
12    70    239.0
12    141    246.584
12    80    252.218
12    182    257.298
12    192    275.769
12    17    281.807
12    100    287.617
12    129    293.396
12    51    305.261
12    212    309.376
12    14    320.852
12    163    328.0
12    15    333.14
12    126    346.29
12    127    365.0
12    225    373.755
13    0    59.515
13    112    65.0
13    224    76.199
13    9    123.058
13    74    134.0
13    121    156.058
13    186    167.0
13    26    307.0
13    63    317.478
13    175    329.042
13    138    340.0
13    225    349.533
14    0    73.68
14    3    83.0
14    25    96.821
14    83    104.0
14    115    116.0
14    137    122.08
14    195    132.453
14    47    144.94
14    45    154.79
14    159    170.302
14    157    185.0
14    73    200.0
14    13    219.939
14    185    233.0
14    37    241.143
14    125    247.0
14    149    266.0
14    50    411.523
14    162    421.0
14    225    433.485
