Objective = 1201.53
Vehicle    Node    Arrival Time
1    0    32.135
1    95    44.0
1    195    69.278
1    99    101.676
1    98    107.0
1    90    124.75
1    199    130.221
1    198    140.0
1    30    145.532
1    190    157.75
1    130    176.0
1    75    241.135
1    55    247.792
1    175    257.37
1    15    268.895
1    155    276.387
1    115    285.878
1    52    290.0
1    152    308.736
1    8    354.944
1    22    358.843
1    122    369.0
1    108    378.618
1    46    472.413
1    146    480.0
1    34    487.656
1    134    495.067
1    19    500.37
1    119    516.366
1    72    523.368
1    57    529.0
1    172    534.163
1    157    547.023
1    201    555.588
2    0    7.681
2    70    16.222
2    47    24.364
2    16    31.6
2    170    49.222
2    147    56.0
2    116    64.6
2    87    132.0
2    187    143.115
2    23    457.11
2    50    472.93
2    150    478.507
2    123    482.0
2    53    495.177
2    9    499.346
2    84    503.567
2    109    507.0
2    153    520.027
2    94    527.0
2    184    535.624
2    32    539.113
2    194    555.007
2    40    561.736
2    132    569.679
2    140    585.456
2    201    592.585
3    0    3.624
3    63    11.0
3    163    22.155
3    85    28.362
3    185    47.808
3    6    56.778
3    76    63.0
3    54    78.514
3    106    85.19
3    176    96.0
3    154    111.514
3    73    141.0
3    173    148.966
3    61    294.0
3    89    301.655
3    161    307.77
3    21    320.084
3    189    330.733
3    121    349.37
3    38    353.754
3    49    375.269
3    138    379.0
3    91    396.928
3    149    402.0
3    10    417.373
3    110    423.462
3    191    429.509
3    201    440.961
4    0    270.379
4    42    273.421
4    31    281.085
4    131    287.261
4    142    297.0
4    13    441.578
4    113    466.0
4    201    478.125
5    0    42.504
5    82    53.0
5    92    59.238
5    192    73.398
5    182    86.0
5    77    97.0
5    177    108.861
5    97    197.0
5    197    206.285
5    7    261.038
5    2    273.616
5    102    283.0
5    107    294.0
5    45    415.257
5    74    420.114
5    62    429.0
5    145    436.634
5    174    447.152
5    71    456.0
5    162    460.903
5    43    479.0
5    171    485.143
5    67    495.0
5    143    512.0
5    167    517.666
5    201    528.246
6    0    78.672
6    11    84.339
6    44    94.0
6    111    105.978
6    144    127.0
6    36    327.988
6    79    335.0
6    179    343.81
6    136    349.663
6    4    355.078
6    29    363.553
6    104    369.878
6    27    379.0
6    129    392.955
6    127    412.0
6    83    430.0
6    18    435.137
6    118    455.525
6    183    463.0
6    86    483.0
6    1    487.044
6    101    497.985
6    41    503.0
6    186    514.462
6    141    536.0
6    201    545.61
7    0    4.613
7    51    18.0
7    24    23.37
7    151    31.369
7    56    37.532
7    124    52.348
7    156    70.532
7    59    118.0
7    65    127.555
7    159    143.938
7    165    160.555
7    12    270.886
7    112    280.0
7    68    362.0
7    100    382.654
7    168    395.0
7    200    415.654
7    201    422.598
8    0    195.341
8    5    198.167
8    105    209.0
8    39    310.537
8    139    321.0
8    25    326.045
8    125    338.0
8    88    491.0
8    28    507.579
8    188    513.007
8    128    519.035
8    201    531.985
9    0    172.765
9    80    176.0
9    17    184.841
9    180    200.895
9    81    209.0
9    117    214.182
9    26    222.74
9    181    242.0
9    126    255.74
9    20    324.23
9    120    333.0
9    60    362.0
9    160    373.538
9    78    500.0
9    37    506.285
9    178    518.695
9    137    535.887
9    201    546.113
10    0    133.034
10    93    135.819
10    193    145.932
10    35    154.969
10    135    165.0
10    64    199.0
10    164    222.229
10    3    246.767
10    96    267.961
10    103    279.767
10    66    291.0
10    196    300.961
10    166    311.364
10    14    322.359
10    33    332.303
10    114    341.0
10    58    346.95
10    133    365.303
10    158    379.95
10    69    417.0
10    48    426.946
10    169    432.829
10    148    440.197
10    201    448.972
