Objective = 976.36
Vehicle    Node    Arrival Time
1    0    30.138
1    60    36.0
1    148    41.912
1    35    95.0
1    16    109.325
1    82    116.122
1    123    128.0
1    104    142.325
1    170    149.122
1    62    155.0
1    150    165.226
1    56    203.0
1    76    211.0
1    9    222.584
1    144    234.499
1    164    238.703
1    97    246.0
1    177    252.567
2    0    19.62
2    61    29.364
2    39    47.632
2    2    56.0
2    149    62.364
2    127    71.0
2    90    89.0
2    1    97.206
2    32    106.408
2    81    110.212
2    120    122.929
2    89    130.0
2    169    136.131
2    65    153.285
2    87    159.298
2    153    170.032
2    41    173.213
2    175    191.372
2    129    196.797
2    77    402.0
2    38    407.247
2    73    414.104
2    165    417.487
2    126    423.865
2    161    435.139
2    26    442.004
2    114    455.0
2    177    461.254
3    0    144.812
3    88    151.0
3    176    168.207
3    42    223.857
3    130    228.0
3    27    240.0
3    15    259.149
3    115    273.0
3    103    292.149
3    177    296.82
4    0    161.438
4    50    172.0
4    71    195.503
4    138    205.0
4    159    228.503
4    70    291.0
4    19    298.558
4    107    304.145
4    158    324.0
4    30    356.915
4    118    361.0
4    29    379.073
4    117    391.0
4    177    397.939
5    0    0.0
5    51    9.606
5    139    26.472
5    12    91.357
5    100    100.0
5    8    197.178
5    96    210.0
5    74    234.0
5    162    241.334
5    53    291.0
5    67    295.812
5    141    307.064
5    33    318.079
5    155    328.78
5    121    340.0
5    14    433.342
5    102    437.0
5    177    445.709
6    0    8.415
6    78    20.0
6    80    28.455
6    79    37.0
6    167    41.604
6    166    48.907
6    168    61.455
6    23    111.699
6    111    129.0
6    69    167.198
6    43    176.551
6    157    187.648
6    131    205.0
6    46    225.0
6    134    234.609
6    57    256.0
6    25    274.0
6    145    278.606
6    113    307.0
6    45    362.0
6    86    383.0
6    133    393.234
6    64    402.748
6    152    406.705
6    174    414.036
6    10    439.303
6    37    443.495
6    98    448.0
6    125    456.55
6    177    464.633
7    0    12.154
7    59    21.0
7    147    35.632
7    49    84.0
7    137    90.096
7    40    187.0
7    6    208.068
7    128    220.0
7    94    241.068
7    48    299.0
7    68    306.127
7    136    323.837
7    156    333.976
7    31    343.596
7    119    354.0
7    177    359.554
8    0    154.799
8    84    158.0
8    172    172.296
8    28    222.0
8    17    229.483
8    105    242.208
8    116    255.0
8    34    259.674
8    7    265.496
8    95    270.0
8    122    278.721
8    4    333.837
8    92    341.0
8    52    371.446
8    24    397.252
8    112    401.0
8    140    404.446
8    5    442.459
8    93    457.0
8    177    470.856
9    0    119.476
9    58    122.0
9    21    146.0
9    146    155.0
9    109    179.0
9    11    311.0
9    20    314.602
9    108    328.0
9    99    344.0
9    177    351.577
10    0    32.789
10    66    43.68
10    18    61.0
10    154    72.361
10    106    94.0
10    63    234.068
10    55    247.0
10    151    267.068
10    143    280.0
10    85    324.0
10    173    332.183
10    36    353.095
10    124    369.0
10    44    403.751
10    83    418.0
10    132    436.751
10    171    451.0
10    177    463.581
11    0    118.643
11    22    121.5
11    110    137.0
11    54    161.813
11    13    170.07
11    142    183.771
11    101    193.0
11    47    281.0
11    72    301.0
11    135    312.777
11    3    316.905
11    91    326.736
11    160    334.0
11    75    417.0
11    163    428.367
11    177    439.684
