Objective = 1407.09
Vehicle    Node    Arrival Time
1    0    21.601
1    84    30.0
1    39    43.0
1    204    54.776
1    159    76.0
1    111    252.0
1    231    267.747
1    38    272.923
1    17    282.487
1    137    294.353
1    158    302.0
1    95    327.0
1    215    360.0
1    41    399.687
1    29    413.177
1    161    419.0
1    149    424.148
1    71    445.0
1    191    454.12
1    117    458.272
1    237    466.094
1    241    474.208
2    0    227.385
2    45    230.567
2    86    243.067
2    165    251.0
2    107    262.283
2    206    276.067
2    227    284.542
2    116    396.45
2    48    406.868
2    168    417.0
2    236    429.45
2    96    529.0
2    216    542.394
2    241    555.303
3    0    427.547
3    92    429.966
3    75    435.875
3    10    447.718
3    212    452.914
3    195    466.072
3    130    471.672
3    72    477.04
3    192    482.85
3    40    490.768
3    160    513.0
3    93    539.0
3    213    552.681
3    6    560.711
3    126    579.0
3    241    588.764
4    0    2.32
4    62    12.934
4    67    26.0
4    182    37.02
4    187    59.0
4    3    175.552
4    123    185.0
4    118    210.0
4    238    227.633
4    68    281.0
4    188    291.711
4    44    321.34
4    24    329.407
4    69    337.585
4    164    346.0
4    144    350.677
4    189    356.983
4    73    369.0
4    193    377.804
4    115    466.0
4    66    471.425
4    32    477.018
4    235    482.984
4    186    490.846
4    152    506.0
4    55    547.964
4    175    558.0
4    241    563.475
5    0    104.405
5    113    109.0
5    46    120.078
5    233    139.271
5    112    147.0
5    166    153.078
5    232    163.857
5    9    167.686
5    129    197.0
5    8    268.961
5    128    275.0
5    31    280.855
5    151    313.0
5    2    559.629
5    122    570.0
5    241    582.792
6    0    403.985
6    110    407.0
6    230    414.529
6    94    458.798
6    90    469.0
6    214    475.683
6    210    502.0
6    241    515.942
7    0    13.524
7    79    23.0
7    119    30.443
7    199    45.171
7    27    53.886
7    239    59.544
7    70    66.171
7    43    76.233
7    147    84.181
7    190    90.835
7    163    96.0
7    5    138.297
7    125    153.0
7    56    161.177
7    176    174.0
7    15    218.024
7    135    223.0
7    16    273.875
7    136    290.0
7    87    315.0
7    207    326.164
7    50    460.643
7    76    475.158
7    170    486.0
7    196    503.01
7    101    518.0
7    221    532.455
7    241    540.061
8    0    38.168
8    120    45.0
8    240    49.497
8    81    75.472
8    201    80.499
8    104    88.0
8    18    93.31
8    138    117.292
8    224    121.0
8    23    245.654
8    28    264.0
8    143    275.772
8    148    297.0
8    1    307.584
8    4    326.907
8    121    335.794
8    124    359.0
8    82    411.0
8    7    416.143
8    202    435.225
8    127    445.0
8    22    503.869
8    91    514.0
8    142    523.987
8    211    539.34
8    241    544.3
9    0    35.66
9    25    41.26
9    36    52.0
9    145    71.101
9    114    75.047
9    156    85.0
9    234    97.746
9    102    102.037
9    85    107.0
9    222    117.533
9    205    140.0
9    99    324.0
9    219    337.596
9    54    406.02
9    174    427.0
9    53    479.038
9    105    491.0
9    225    496.909
9    173    505.135
9    241    512.992
10    0    0.0
10    108    12.592
10    228    35.219
10    11    153.858
10    42    164.714
10    131    185.0
10    162    193.196
10    35    211.104
10    33    220.214
10    155    228.0
10    153    239.0
10    14    274.608
10    134    291.739
10    13    298.084
10    133    304.0
10    52    364.245
10    61    373.0
10    172    394.0
10    181    406.0
10    109    462.0
10    47    482.717
10    229    486.358
10    80    494.0
10    167    499.485
10    88    507.739
10    200    514.201
10    12    528.065
10    208    534.391
10    51    547.336
10    132    561.065
10    171    577.0
10    241    583.902
11    0    73.131
11    19    77.133
11    139    83.0
11    77    123.0
11    197    139.073
11    65    149.0
11    20    156.357
11    185    162.947
11    140    178.0
11    57    224.852
11    177    236.0
11    100    321.0
11    106    328.0
11    220    342.543
11    83    352.592
11    226    360.126
11    203    377.053
11    78    405.0
11    64    417.346
11    198    438.0
11    58    444.628
11    184    450.346
11    178    467.017
11    241    476.301
12    0    134.255
12    34    138.856
12    49    143.042
12    154    152.0
12    169    156.553
12    63    171.0
12    97    183.0
12    183    198.739
12    217    207.687
12    89    232.2
12    209    248.566
12    98    252.876
12    218    257.325
12    37    262.578
12    26    267.834
12    157    291.42
12    146    297.0
12    60    377.302
12    21    391.306
12    180    410.302
12    141    424.306
12    103    429.397
12    30    434.139
12    223    438.637
12    150    448.0
12    74    520.0
12    59    529.523
12    179    537.0
12    194    542.756
12    241    554.355
