Objective = 1645.85
Vehicle    Node    Arrival Time
1    0    58.897
1    109    70.0
1    75    82.835
1    21    92.0
1    253    98.245
1    219    115.835
1    165    125.0
1    126    355.0
1    136    365.542
1    270    388.0
1    280    398.542
1    129    429.0
1    87    442.0
1    110    449.11
1    273    455.174
1    231    470.185
1    254    482.11
1    289    494.651
2    0    34.808
2    85    42.0
2    104    49.836
2    95    59.267
2    229    67.607
2    248    81.8
2    239    92.267
2    113    310.0
2    257    322.455
2    46    442.0
2    115    453.121
2    259    463.544
2    190    475.0
2    50    486.0
2    143    512.924
2    194    519.0
2    287    545.924
2    289    552.935
3    0    9.653
3    96    20.0
3    6    28.0
3    240    53.0
3    150    61.0
3    4    242.316
3    148    261.0
3    102    269.0
3    246    289.006
3    61    442.627
3    205    458.0
3    107    546.0
3    251    553.794
3    289    558.884
4    0    102.359
4    142    103.845
4    35    118.831
4    179    131.0
4    286    136.845
4    135    297.0
4    26    310.651
4    279    315.929
4    74    323.94
4    170    329.477
4    140    334.031
4    218    344.76
4    284    367.031
4    72    575.268
4    216    589.0
4    67    625.444
4    124    643.0
4    211    658.444
4    268    665.421
4    53    671.68
4    42    690.326
4    197    695.443
4    186    702.901
4    289    713.375
5    0    93.048
5    23    100.0
5    84    119.0
5    167    133.0
5    29    142.471
5    228    149.087
5    173    171.0
5    20    175.4
5    8    183.917
5    152    194.653
5    164    206.34
5    94    237.0
5    238    246.572
5    76    256.0
5    220    259.507
5    91    303.733
5    64    315.582
5    235    328.123
5    208    338.0
5    120    356.0
5    264    368.633
5    83    416.0
5    227    426.849
5    97    460.0
5    241    474.834
5    122    505.0
5    14    529.607
5    266    538.0
5    86    545.0
5    158    556.57
5    230    578.0
5    289    589.085
6    0    147.903
6    99    152.0
6    243    156.587
6    58    166.0
6    131    178.065
6    275    185.087
6    202    199.0
6    144    215.0
6    288    225.457
6    39    236.007
6    18    250.079
6    183    256.0
6    98    262.0
6    242    268.721
6    162    280.0
6    32    308.246
6    176    323.916
6    88    333.0
6    28    351.758
6    172    358.529
6    232    366.0
6    3    410.575
6    147    425.0
6    7    579.526
6    47    593.672
6    191    602.0
6    5    605.43
6    151    612.526
6    149    628.049
6    289    638.321
7    0    78.819
7    134    86.0
7    63    91.156
7    207    100.529
7    278    105.395
7    105    114.0
7    37    122.86
7    249    134.297
7    181    143.913
7    68    346.0
7    132    364.0
7    212    379.0
7    73    382.744
7    276    391.674
7    31    405.495
7    217    412.416
7    175    431.0
7    15    475.0
7    103    502.222
7    159    508.0
7    57    527.49
7    247    535.222
7    112    548.0
7    201    560.49
7    256    581.0
7    121    611.0
7    265    617.536
7    289    622.797
8    0    123.818
8    116    127.0
8    260    138.614
8    92    160.0
8    90    167.531
8    236    171.89
8    118    183.547
8    234    197.055
8    262    205.279
8    100    232.0
8    55    241.991
8    199    258.0
8    244    263.893
8    106    268.02
8    101    275.877
8    250    292.749
8    16    296.463
8    245    300.717
8    160    314.446
8    93    451.0
8    71    464.848
8    237    476.835
8    215    484.59
8    80    523.0
8    40    527.724
8    184    537.989
8    125    543.405
8    224    553.908
8    269    576.405
8    59    618.422
8    49    639.0
8    203    651.422
8    77    659.542
8    193    672.0
8    221    677.955
8    66    699.033
8    210    712.315
8    289    720.0
9    0    161.537
9    43    166.126
9    82    171.0
9    187    199.126
9    226    204.0
9    137    231.0
9    281    253.968
9    65    322.812
9    209    338.0
9    119    368.0
9    263    382.602
9    128    519.0
9    272    532.612
9    108    566.703
9    52    579.078
9    252    591.588
9    196    607.0
9    130    624.0
9    34    647.151
9    178    651.199
9    274    657.0
9    289    661.17
10    0    67.456
10    27    74.552
10    111    88.0
10    171    107.552
10    255    121.0
10    13    165.0
10    70    175.925
10    214    186.047
10    157    198.0
10    117    202.235
10    123    213.0
10    261    220.656
10    62    236.471
10    267    246.0
10    206    264.0
10    45    271.763
10    22    276.048
10    189    282.403
10    166    290.078
10    138    347.0
10    282    361.115
10    11    393.203
10    155    414.0
10    48    475.768
10    192    488.0
10    51    506.939
10    195    513.0
10    81    602.0
10    225    634.073
10    141    644.0
10    25    666.0
10    285    677.0
10    169    699.0
10    289    708.816
11    0    19.13
11    79    22.0
11    41    31.357
11    223    42.861
11    185    62.0
11    89    92.0
11    233    115.84
11    114    266.14
11    56    271.713
11    258    287.02
11    200    301.0
11    133    334.238
11    54    354.961
11    198    362.0
11    277    367.238
11    139    393.0
11    283    403.067
11    1    435.5
11    145    449.0
11    38    638.005
11    182    644.0
11    17    664.233
11    161    669.0
11    289    679.743
12    0    133.913
12    33    142.369
12    177    151.0
12    19    221.0
12    163    229.0
12    60    261.57
12    204    270.0
12    12    276.141
12    44    292.737
12    156    302.482
12    188    314.982
12    30    424.367
12    174    430.0
12    2    469.323
12    9    492.742
12    146    502.323
12    69    512.193
12    213    520.0
12    153    525.742
12    24    537.023
12    168    543.0
12    78    548.091
12    36    565.0
12    222    571.205
12    10    589.105
12    180    598.0
12    127    604.102
12    154    613.36
12    271    637.102
12    289    642.575
