Objective = 1743.177975
Vehicle    Node    Arrival Time
1    0    77.234
1    117    85.0
1    113    99.636
1    281    108.907
1    285    118.0
1    42    404.756
1    146    411.0
1    115    424.682
1    210    430.024
1    314    437.351
1    283    444.014
1    67    566.216
1    76    572.697
1    244    581.0
1    235    588.598
1    337    592.268
2    0    0.0
2    144    12.727
2    8    20.944
2    312    31.844
2    176    52.0
2    118    146.0
2    111    152.891
2    286    159.964
2    35    164.507
2    140    173.467
2    279    179.557
2    308    187.379
2    203    196.329
2    30    303.026
2    53    312.593
2    198    320.957
2    221    327.0
2    138    391.0
2    91    401.0
2    306    412.451
2    50    421.686
2    259    428.856
2    218    448.0
2    102    555.143
2    104    564.0
2    71    574.363
2    270    579.973
2    272    589.175
2    23    597.718
2    239    602.669
2    191    618.0
2    127    644.0
2    295    659.426
2    337    672.254
3    0    64.544
3    69    74.041
3    48    103.274
3    237    107.041
3    216    121.0
3    37    171.147
3    6    184.485
3    205    204.147
3    174    208.0
3    64    242.411
3    99    248.0
3    232    271.0
3    267    277.546
3    86    284.0
3    58    294.0
3    28    301.169
3    254    308.9
3    196    320.29
3    226    327.0
3    119    552.0
3    9    559.867
3    134    567.534
3    177    580.273
3    287    585.0
3    302    600.534
3    95    625.0
3    148    634.22
3    263    646.193
3    44    651.976
3    43    659.02
3    316    665.182
3    212    674.3
3    211    686.0
3    337    698.913
4    0    15.463
4    121    24.0
4    109    48.599
4    289    57.0
4    80    75.845
4    277    81.599
4    248    106.0
4    78    162.011
4    32    166.199
4    77    173.0
4    246    189.735
4    200    197.953
4    245    206.0
4    20    372.999
4    188    384.0
4    143    553.0
4    130    565.0
4    298    580.009
4    311    586.0
4    158    592.856
4    133    606.0
4    301    613.895
4    51    621.706
4    326    625.856
4    129    632.436
4    219    654.706
4    297    665.436
4    40    701.258
4    208    711.835
4    337    720.0
5    0    39.673
5    155    46.0
5    16    57.8
5    39    62.0
5    323    68.574
5    184    81.061
5    207    95.0
5    10    100.857
5    178    122.0
5    136    203.956
5    81    210.304
5    249    231.0
5    304    236.956
5    135    271.0
5    303    284.002
5    79    376.045
5    247    380.0
5    152    549.682
5    83    560.774
5    22    570.009
5    251    575.0
5    320    582.682
5    190    591.0
5    108    626.453
5    149    636.0
5    317    647.266
5    276    659.434
5    337    670.217
6    0    19.46
6    88    27.011
6    159    37.0
6    327    50.567
6    256    60.011
6    21    325.094
6    54    329.45
6    222    338.0
6    13    348.518
6    189    357.364
6    167    362.245
6    181    373.0
6    33    384.655
6    335    395.245
6    11    404.16
6    201    417.655
6    179    426.0
6    110    436.898
6    278    455.971
6    90    461.0
6    141    467.0
6    258    470.376
6    139    483.0
6    309    494.452
6    132    504.677
6    307    513.498
6    5    529.0
6    300    537.677
6    173    562.0
6    41    584.503
6    46    596.0
6    209    604.713
6    214    629.0
6    68    635.276
6    236    650.0
6    337    660.532
7    0    162.457
7    12    167.555
7    47    178.023
7    180    193.968
7    145    199.965
7    215    210.096
7    85    214.0
7    313    230.107
7    253    233.201
7    60    323.939
7    131    328.0
7    228    332.218
7    299    343.814
7    337    348.854
8    0    6.585
8    150    9.0
8    318    16.38
8    4    135.908
8    168    141.0
8    151    152.405
8    336    160.878
8    172    168.908
8    319    185.405
8    36    279.584
8    105    286.0
8    273    305.365
8    204    312.584
8    87    468.556
8    125    478.0
8    293    493.126
8    255    501.556
8    161    516.0
8    15    544.48
8    329    549.0
8    183    571.0
8    337    577.885
9    0    39.665
9    156    44.0
9    324    55.03
9    128    59.0
9    296    66.09
9    97    115.0
9    66    126.465
9    265    140.815
9    234    153.0
9    163    192.0
9    31    197.381
9    331    201.508
9    199    218.0
9    154    248.0
9    84    251.522
9    322    276.521
9    252    283.0
9    160    298.014
9    25    304.0
9    103    309.537
9    328    319.904
9    271    327.436
9    193    337.0
9    101    435.0
9    165    453.371
9    269    461.493
9    107    473.0
9    333    486.371
9    18    492.854
9    275    500.438
9    70    509.484
9    186    520.555
9    26    534.506
9    238    539.0
9    194    548.511
9    100    607.0
9    268    617.268
9    34    688.209
9    202    693.0
9    337    705.988
10    0    242.163
10    27    245.17
10    195    253.0
10    62    258.367
10    230    281.0
10    14    333.483
10    182    342.0
10    126    391.0
10    294    395.765
10    94    445.0
10    262    458.356
10    56    539.512
10    224    547.0
10    337    556.585
11    0    110.556
11    73    113.064
11    137    125.744
11    241    136.997
11    24    147.0
11    305    158.744
11    192    180.0
11    153    201.0
11    321    214.813
11    93    272.0
11    3    282.753
11    261    297.114
11    65    309.0
11    171    315.753
11    233    342.0
11    7    383.101
11    175    394.0
11    38    427.435
11    206    438.0
11    96    473.0
11    147    481.0
11    264    501.698
11    315    505.092
11    19    549.263
11    187    565.0
11    122    625.0
11    59    630.192
11    290    640.019
11    227    645.195
11    164    649.497
11    332    669.454
11    337    679.909
12    0    9.946
12    55    20.0
12    92    27.823
12    260    45.62
12    223    53.0
12    82    84.225
12    45    95.593
12    250    104.544
12    98    108.0
12    213    118.419
12    57    135.273
12    266    141.0
12    225    156.0
12    52    213.678
12    220    221.0
12    337    226.43
13    0    83.172
13    124    93.306
13    106    102.0
13    274    113.018
13    292    126.306
13    63    164.216
13    74    169.459
13    242    181.0
13    120    187.16
13    231    197.216
13    288    220.16
13    114    312.0
13    29    318.684
13    197    336.0
13    282    340.286
13    112    348.0
13    280    365.724
13    162    550.0
13    49    567.243
13    217    576.566
13    330    582.948
13    337    595.533
14    0    196.257
14    116    200.0
14    284    208.754
14    75    259.107
14    61    270.408
14    243    277.0
14    229    300.0
14    2    344.638
14    1    354.52
14    170    368.754
14    169    373.0
14    89    438.0
14    157    446.0
14    257    453.478
14    325    459.725
14    142    486.988
14    72    498.311
14    240    510.619
14    310    515.86
14    123    523.0
14    166    535.901
14    291    556.0
14    334    568.901
14    17    650.206
14    185    656.0
14    337    665.877
