Objective = 1307.23
Vehicle    Node    Arrival Time
1    0    126.164
1    37    132.549
1    53    137.978
1    90    149.947
1    157    156.0
1    210    161.564
1    173    170.978
1    72    219.535
1    86    229.616
1    55    239.321
1    192    245.791
1    206    259.743
1    116    266.0
1    175    270.999
1    57    276.825
1    236    284.855
1    177    295.719
1    15    363.336
1    47    371.784
1    167    378.114
1    135    384.0
1    241    394.915
2    0    105.951
2    88    113.0
2    208    129.739
2    109    182.0
2    43    191.241
2    163    209.0
2    229    213.164
2    83    343.0
2    203    348.644
2    96    399.0
2    216    404.448
2    241    412.792
3    0    127.644
3    33    137.015
3    98    153.227
3    38    160.709
3    153    169.0
3    218    179.115
3    50    188.848
3    158    193.709
3    170    220.0
3    26    410.157
3    2    416.55
3    92    432.0
3    146    439.0
3    122    447.0
3    212    465.0
3    241    475.212
4    0    6.024
4    42    15.763
4    119    29.345
4    102    38.0
4    162    48.763
4    239    62.345
4    222    71.0
4    112    96.0
4    97    103.153
4    232    113.187
4    217    132.855
4    7    343.017
4    75    349.0
4    127    366.0
4    195    382.0
4    106    397.0
4    35    410.0
4    226    420.235
4    58    427.367
4    155    443.0
4    178    458.0
4    241    464.124
5    0    43.158
5    30    52.796
5    150    62.0
5    41    69.325
5    161    75.0
5    99    159.749
5    60    168.032
5    180    184.0
5    219    192.516
5    108    245.195
5    114    261.597
5    234    270.66
5    228    277.492
5    25    286.558
5    48    292.255
5    32    295.841
5    21    300.401
5    152    306.448
5    168    314.0
5    145    319.558
5    141    327.0
5    241    338.056
6    0    21.84
6    34    34.0
6    113    43.32
6    233    59.746
6    154    67.0
6    3    158.906
6    51    166.0
6    123    171.249
6    171    199.0
6    241    206.005
7    0    317.252
7    61    320.0
7    74    330.925
7    181    353.0
7    194    363.925
7    115    368.0
7    235    380.996
7    241    385.35
8    0    223.797
8    71    225.0
8    49    242.948
8    191    257.596
8    169    265.0
8    27    358.244
8    147    371.0
8    241    377.683
9    0    25.46
9    69    32.608
9    79    46.639
9    62    54.0
9    189    65.608
9    182    72.131
9    199    79.639
9    39    112.249
9    22    121.167
9    142    129.0
9    159    139.0
9    81    263.0
9    201    275.758
9    64    316.422
9    101    322.0
9    12    332.231
9    221    337.664
9    184    349.422
9    132    353.505
9    241    365.235
10    0    95.03
10    5    99.312
10    125    112.0
10    118    181.64
10    9    188.241
10    129    198.0
10    238    205.629
10    54    219.077
10    95    224.0
10    174    248.0
10    215    257.0
10    104    378.0
10    10    390.517
10    29    395.088
10    224    400.822
10    130    421.723
10    149    426.0
10    36    429.531
10    156    450.0
10    241    462.606
11    0    59.718
11    4    64.468
11    23    73.181
11    143    79.0
11    100    85.194
11    124    93.0
11    63    99.534
11    220    113.023
11    6    120.357
11    183    132.534
11    126    144.0
11    59    166.0
11    77    182.093
11    197    190.126
11    179    199.0
11    56    276.542
11    176    283.0
11    16    339.0
11    93    354.129
11    136    372.0
11    213    381.036
11    241    387.748
12    0    21.849
12    44    29.0
12    84    35.132
12    204    51.749
12    164    62.0
12    91    97.0
12    211    107.386
12    105    179.669
12    67    198.0
12    187    206.347
12    225    212.669
12    18    294.023
12    70    298.0
12    190    307.631
12    138    310.655
12    241    314.001
13    0    57.79
13    85    66.76
13    31    75.308
13    205    86.0
13    151    108.308
13    40    157.487
13    110    166.0
13    160    187.0
13    230    191.581
13    68    195.863
13    80    201.569
13    188    208.616
13    200    216.623
13    73    223.034
13    24    237.906
13    193    250.924
13    144    256.0
13    20    263.948
13    78    270.326
13    198    278.379
13    140    290.0
13    76    384.0
13    66    411.611
13    196    417.0
13    14    439.11
13    186    444.611
13    134    459.183
13    241    471.958
14    0    0.0
14    94    4.514
14    214    16.315
14    111    38.0
14    45    62.567
14    231    69.906
14    117    87.0
14    165    94.43
14    1    101.728
14    237    111.539
14    121    119.0
14    52    146.698
14    120    155.0
14    172    166.0
14    240    172.944
14    17    195.756
14    13    205.174
14    137    225.349
14    133    235.0
14    107    307.0
14    103    333.252
14    227    340.0
14    65    347.0
14    223    354.666
14    185    359.248
14    19    434.056
14    139    441.0
14    241    455.18
15    0    26.342
15    82    30.0
15    202    62.79
15    11    69.325
15    131    74.0
15    8    170.395
15    28    189.0
15    128    193.425
15    87    202.405
15    148    222.0
15    207    235.405
15    46    372.774
15    89    393.0
15    166    405.774
15    209    426.0
15    241    436.638
