Objective = 1097.11
Vehicle    Node    Arrival Time
1    0    90.32
1    38    98.742
1    128    104.0
1    5    133.803
1    32    139.447
1    13    147.835
1    95    159.0
1    103    165.553
1    122    170.865
1    45    330.0
1    27    344.792
1    117    351.343
1    135    363.0
1    72    411.0
1    33    416.679
1    162    430.205
1    60    435.509
1    123    443.429
1    150    452.759
1    181    460.656
2    0    242.092
2    79    246.506
2    169    259.485
2    20    268.65
2    47    276.501
2    1    283.506
2    137    290.208
2    110    298.924
2    91    309.0
2    69    315.938
2    12    335.529
2    159    342.015
2    102    356.0
2    181    367.403
3    0    75.937
3    62    83.0
3    16    90.498
3    152    97.542
3    56    102.966
3    106    115.24
3    15    123.697
3    146    135.966
3    105    150.0
3    19    185.694
3    109    205.0
3    14    355.312
3    42    363.0
3    104    370.405
3    132    396.0
3    181    404.495
4    0    32.624
4    35    40.665
4    37    47.067
4    127    62.0
4    125    66.882
4    90    301.0
4    22    308.391
4    180    315.954
4    112    338.0
4    82    465.958
4    61    474.0
4    172    482.539
4    151    507.0
4    63    538.147
4    75    550.0
4    153    571.147
4    165    583.0
4    181    592.678
5    0    35.579
5    68    44.0
5    158    60.527
5    65    65.89
5    155    74.936
5    53    148.445
5    2    162.555
5    143    166.011
5    92    188.0
5    84    345.0
5    80    353.489
5    174    361.943
5    170    386.489
5    83    476.0
5    173    487.472
5    28    573.173
5    118    584.0
5    181    594.647
6    0    3.774
6    52    5.0
6    142    19.203
6    8    90.0
6    4    115.986
6    98    123.0
6    94    137.601
6    67    262.0
6    157    269.252
6    18    320.151
6    81    335.0
6    108    353.151
6    171    368.0
6    78    449.0
6    40    464.756
6    39    471.495
6    168    481.33
6    130    486.0
6    129    504.495
6    59    537.0
6    149    550.429
6    181    557.71
7    0    31.906
7    7    40.879
7    97    62.0
7    51    100.0
7    86    125.0
7    141    132.101
7    25    137.304
7    176    152.159
7    115    157.923
7    77    166.288
7    34    175.313
7    124    180.0
7    167    199.288
7    46    234.0
7    74    243.0
7    136    252.155
7    164    261.6
7    9    330.043
7    99    338.832
7    17    347.003
7    70    361.357
7    107    373.393
7    26    380.264
7    160    393.909
7    116    399.0
7    50    430.921
7    36    455.275
7    140    461.0
7    66    475.316
7    126    487.177
7    156    493.126
7    181    506.825
8    0    20.337
8    49    33.0
8    73    47.112
8    139    59.589
8    89    69.894
8    163    80.112
8    179    102.894
8    55    112.0
8    145    127.892
8    6    223.334
8    11    231.42
8    101    242.0
8    96    252.022
8    43    316.0
8    10    327.033
8    133    349.0
8    100    353.869
8    57    529.0
8    41    537.323
8    147    548.293
8    3    556.054
8    131    569.14
8    23    579.676
8    113    584.0
8    93    588.04
8    181    598.659
9    0    71.344
9    48    73.0
9    138    84.432
9    29    168.014
9    21    174.728
9    111    181.351
9    30    191.414
9    119    199.951
9    87    209.0
9    120    221.314
9    177    229.928
9    54    238.0
9    64    259.395
9    144    271.0
9    154    278.692
9    76    312.0
9    58    319.644
9    166    333.752
9    88    341.0
9    148    352.644
9    178    374.0
9    24    412.408
9    44    421.38
9    134    432.0
9    114    442.952
9    85    478.259
9    71    490.0
9    175    500.123
9    31    507.335
9    161    523.0
9    121    536.0
9    181    547.215
