Objective = 1744.41
Vehicle    Node    Arrival Time
1    0    118.738
1    78    126.647
1    238    137.0
1    5    214.0
1    121    225.0
1    13    231.57
1    165    247.0
1    173    251.851
1    281    258.0
1    52    288.536
1    80    299.665
1    126    311.0
1    212    321.536
1    240    331.0
1    286    344.0
1    101    408.77
1    23    420.0
1    85    435.19
1    261    441.77
1    183    453.0
1    132    462.389
1    245    468.19
1    2    480.525
1    292    487.369
1    162    494.0
1    50    502.344
1    127    509.109
1    116    525.0
1    210    531.0
1    276    536.573
1    287    542.109
1    321    553.561
2    0    14.482
2    99    21.258
2    70    37.0
2    259    54.258
2    230    70.0
2    24    87.94
2    184    98.0
2    88    179.771
2    9    185.18
2    144    196.359
2    248    202.003
2    169    216.0
2    304    229.359
2    43    266.51
2    97    275.0
2    257    283.705
2    136    287.267
2    53    293.068
2    203    297.641
2    213    310.0
2    296    320.267
2    22    335.752
2    77    342.945
2    145    357.581
2    182    365.0
2    237    372.982
2    305    390.581
2    89    437.0
2    68    447.0
2    249    453.407
2    42    459.295
2    202    475.0
2    228    480.0
2    142    523.655
2    92    533.0
2    252    548.25
2    302    556.655
2    321    570.204
3    0    231.982
3    61    233.5
3    221    249.0
3    40    374.348
3    200    381.0
3    111    471.499
3    93    479.0
3    21    486.293
3    253    495.067
3    271    504.499
3    181    513.575
3    321    527.201
4    0    40.373
4    6    45.567
4    91    49.135
4    251    58.43
4    44    70.122
4    166    77.317
4    129    83.841
4    289    93.329
4    204    103.0
4    153    177.781
4    55    187.817
4    215    205.0
4    313    210.781
4    146    269.923
4    1    287.973
4    7    293.644
4    306    302.923
4    161    311.0
4    167    325.766
4    100    414.0
4    59    430.583
4    260    447.0
4    219    459.0
4    71    509.638
4    11    525.415
4    25    532.161
4    231    542.638
4    185    550.385
4    171    556.0
4    321    566.701
5    0    1.829
5    158    4.0
5    318    13.867
5    141    19.531
5    36    30.725
5    301    38.001
5    117    50.0
5    196    55.431
5    277    83.0
5    17    169.286
5    65    176.37
5    225    190.0
5    177    201.044
5    73    299.146
5    3    305.817
5    163    318.0
5    233    326.254
5    46    351.469
5    33    360.699
5    193    371.0
5    206    378.361
5    58    428.015
5    30    436.051
5    90    443.075
5    218    449.0
5    190    462.6
5    250    470.768
5    119    476.402
5    81    482.073
5    279    493.7
5    241    503.991
5    15    507.512
5    148    513.778
5    140    520.003
5    175    529.755
5    300    537.24
5    308    543.5
5    321    554.004
6    0    102.479
6    104    106.478
6    60    111.851
6    147    123.072
6    220    127.0
6    264    135.307
6    307    156.072
6    45    436.031
6    205    441.0
6    321    444.883
7    0    23.293
7    16    31.331
7    139    41.0
7    299    46.776
7    176    53.337
7    152    123.0
7    66    139.884
7    312    156.0
7    226    172.884
7    123    196.0
7    51    210.917
7    283    229.0
7    211    232.999
7    4    462.19
7    18    466.0
7    164    482.446
7    178    499.0
7    62    547.247
7    222    553.0
7    321    557.086
8    0    17.562
8    103    25.394
8    137    33.0
8    297    50.049
8    263    58.394
8    83    109.0
8    243    131.052
8    108    216.0
8    82    230.455
8    268    235.361
8    242    263.455
8    57    292.813
8    143    311.0
8    217    317.772
8    303    344.0
8    49    411.66
8    209    425.0
8    321    433.283
9    0    195.395
9    155    200.0
9    37    212.919
9    315    224.184
9    197    234.0
9    41    417.925
9    29    424.374
9    201    438.0
9    189    454.0
9    110    485.0
9    35    503.815
9    270    511.213
9    8    518.426
9    195    533.163
9    19    541.0
9    168    545.903
9    179    574.0
9    321    587.933
10    0    0.0
10    128    14.038
10    151    23.087
10    288    29.953
10    125    36.058
10    285    51.435
10    311    56.087
10    56    106.073
10    156    110.0
10    216    127.107
10    95    132.274
10    316    140.295
10    255    147.509
10    109    175.0
10    134    187.0
10    294    203.668
10    269    208.0
10    96    306.0
10    122    323.0
10    256    329.28
10    150    332.721
10    282    338.212
10    310    357.2
10    76    408.841
10    63    421.0
10    236    430.153
10    223    454.0
10    120    492.851
10    149    504.0
10    280    520.902
10    86    524.218
10    309    533.594
10    246    540.153
10    47    544.978
10    160    550.219
10    207    565.722
10    320    574.001
10    321    586.321
11    0    132.654
11    74    144.877
11    135    151.0
11    234    175.0
11    295    184.0
11    105    229.0
11    48    239.628
11    265    247.025
11    208    251.622
11    321    256.182
12    0    72.052
12    115    78.408
12    133    91.0
12    275    98.382
12    10    102.176
12    170    106.775
12    293    124.0
12    114    159.0
12    64    168.812
12    274    176.85
12    224    182.0
12    130    206.0
12    72    225.719
12    290    239.0
12    107    250.571
12    232    256.0
12    98    277.0
12    267    283.047
12    258    310.0
12    75    556.753
12    235    567.0
12    321    578.394
13    0    29.283
13    31    35.299
13    191    46.0
13    84    109.0
13    157    127.0
13    244    136.556
13    317    154.302
13    113    315.952
13    154    328.0
13    273    344.54
13    87    351.731
13    314    361.0
13    54    377.0
13    247    383.218
13    38    388.802
13    198    401.328
13    214    410.0
13    321    413.929
14    0    254.769
14    32    256.059
14    106    267.0
14    192    287.0
14    266    300.0
14    69    333.0
14    12    357.693
14    229    366.0
14    172    376.068
14    26    398.285
14    159    403.0
14    319    416.239
14    186    431.285
14    79    448.456
14    102    453.049
14    239    465.0
14    124    474.0
14    262    483.003
14    284    488.601
14    321    499.468
15    0    255.735
15    118    259.0
15    20    283.0
15    278    289.663
15    180    316.0
15    131    335.0
15    34    359.757
15    291    368.0
15    194    392.757
15    28    561.769
15    188    571.0
15    321    582.039
16    0    391.504
16    112    393.0
16    67    402.0
16    272    409.657
16    39    428.556
16    227    435.0
16    199    461.0
16    138    501.0
16    14    510.232
16    298    520.609
16    174    527.141
16    27    532.959
16    94    537.523
16    187    542.939
16    254    548.147
16    321    559.262
