Objective = 1135.95
Vehicle    Node    Arrival Time
1    0    60.137
1    15    63.245
1    111    71.0
1    27    185.887
1    123    196.0
1    20    206.496
1    116    214.0
1    74    265.0
1    73    274.0
1    170    289.227
1    169    300.843
1    57    319.0
1    22    333.166
1    153    340.54
1    118    355.099
1    37    363.172
1    8    368.714
1    7    373.565
1    104    377.0
1    133    384.595
1    103    393.243
1    43    412.651
1    6    424.553
1    139    439.0
1    102    450.0
1    193    461.707
2    0    76.358
2    95    78.0
2    38    89.506
2    191    97.925
2    134    114.0
2    49    143.0
2    145    154.966
2    60    163.0
2    13    169.0
2    156    176.456
2    109    202.0
2    35    327.966
2    4    333.175
2    100    345.0
2    131    360.966
2    54    384.033
2    51    400.632
2    16    413.0
2    150    417.033
2    147    421.53
2    48    426.966
2    112    446.0
2    144    455.976
2    193    467.147
3    0    271.546
3    69    275.0
3    165    290.12
3    32    362.938
3    128    371.0
3    193    377.681
4    0    39.879
4    85    45.0
4    181    56.505
4    9    64.228
4    105    77.0
4    3    239.078
4    99    247.0
4    193    251.904
5    0    42.27
5    58    46.0
5    28    55.553
5    154    65.47
5    124    81.0
5    2    107.439
5    98    122.0
5    46    153.609
5    142    161.0
5    36    178.0
5    66    186.46
5    162    199.435
5    132    211.0
5    64    225.0
5    87    240.594
5    160    258.0
5    183    273.594
5    68    353.0
5    164    368.903
5    193    376.994
6    0    4.4
6    76    17.0
6    79    36.899
6    172    42.437
6    10    47.805
6    175    54.246
6    106    74.183
6    17    113.0
6    44    141.059
6    113    146.0
6    140    162.572
6    90    201.0
6    186    219.868
6    29    230.525
6    67    251.0
6    125    257.733
6    163    284.0
6    86    304.0
6    52    329.653
6    182    337.0
6    148    362.653
6    193    369.985
7    0    124.783
7    42    134.638
7    138    139.0
7    78    282.0
7    174    292.924
7    88    394.0
7    184    419.87
7    30    425.607
7    126    438.0
7    193    448.332
8    0    18.058
8    62    21.766
8    83    32.0
8    179    48.066
8    158    54.766
8    1    173.169
8    97    181.0
8    34    310.879
8    130    334.0
8    84    414.951
8    94    421.0
8    190    438.942
8    180    447.951
8    193    457.211
9    0    0.0
9    82    7.674
9    92    25.134
9    178    40.674
9    188    58.134
9    93    115.0
9    189    121.461
9    80    194.008
9    61    199.0
9    176    206.388
9    157    232.0
9    55    349.0
9    21    353.916
9    151    363.105
9    14    372.187
9    117    385.0
9    110    393.646
9    5    401.301
9    101    416.0
9    193    429.736
10    0    0.147
10    50    5.0
10    146    12.272
10    25    107.0
10    23    113.127
10    41    122.569
10    119    128.909
10    121    140.0
10    137    145.135
10    65    296.0
10    77    302.269
10    173    311.873
10    161    329.0
10    59    359.0
10    39    365.979
10    135    377.604
10    155    392.0
10    193    403.124
11    0    27.175
11    40    33.0
11    53    52.0
11    136    66.0
11    12    72.673
11    149    80.545
11    89    84.049
11    108    89.412
11    24    110.972
11    185    116.316
11    63    121.0
11    159    132.084
11    120    140.76
11    56    211.0
11    81    220.315
11    177    232.067
11    152    242.59
11    19    248.604
11    96    251.867
11    192    259.559
11    115    266.897
11    91    294.896
11    75    305.0
11    187    315.792
11    171    338.0
11    71    412.0
11    18    423.433
11    114    432.574
11    167    445.0
11    193    450.987
12    0    104.15
12    47    109.0
12    11    121.416
12    143    142.0
12    107    154.0
12    45    163.168
12    141    180.0
12    31    186.51
12    33    211.378
12    127    219.0
12    72    226.0
12    129    239.393
12    168    259.0
12    26    364.0
12    70    382.664
12    122    397.0
12    166    415.664
12    193    425.216
