Objective = 1430.22
Vehicle    Node    Arrival Time
1    0    278.21
1    73    281.737
1    33    298.0
1    203    314.737
1    32    326.483
1    163    331.0
1    8    342.313
1    162    352.186
1    21    366.884
1    138    372.042
1    69    390.0
1    199    395.893
1    151    399.884
1    39    421.0
1    130    427.117
1    260    431.986
1    169    454.0
1    127    481.0
1    257    488.615
1    261    495.066
2    0    24.767
2    120    28.341
2    107    45.0
2    62    50.744
2    250    61.341
2    237    67.099
2    192    80.18
2    58    139.401
2    188    152.0
2    104    245.0
2    234    255.976
2    15    360.52
2    145    387.0
2    123    441.0
2    121    449.0
2    253    456.215
2    75    465.027
2    251    477.389
2    38    488.276
2    205    496.924
2    168    507.53
2    261    515.684
3    0    412.213
3    45    416.0
3    24    438.45
3    13    442.881
3    175    449.0
3    154    458.0
3    143    474.0
3    91    491.0
3    221    505.176
3    261    516.806
4    0    150.167
4    11    161.0
4    119    182.01
4    141    194.0
4    249    215.01
4    10    222.731
4    96    232.0
4    140    246.0
4    226    265.0
4    101    358.0
4    92    381.0
4    231    389.678
4    222    407.685
4    85    419.123
4    1    435.954
4    131    446.0
4    215    452.123
4    84    459.411
4    56    471.279
4    214    480.537
4    186    488.868
4    128    518.0
4    113    534.309
4    258    551.0
4    243    567.309
4    261    579.079
5    0    12.268
5    77    20.0
5    50    27.0
5    207    37.178
5    180    60.0
5    44    69.524
5    3    79.351
5    174    85.332
5    133    90.243
5    72    121.0
5    124    131.0
5    254    146.126
5    202    151.758
5    26    163.001
5    86    169.042
5    156    177.055
5    117    187.896
5    94    196.0
5    216    202.042
5    97    215.0
5    247    220.896
5    224    227.945
5    227    248.0
5    31    284.448
5    161    289.0
5    63    324.02
5    59    338.691
5    193    347.0
5    189    356.0
5    110    407.0
5    111    418.056
5    240    426.875
5    112    431.314
5    241    444.674
5    242    453.167
5    109    474.0
5    239    486.402
5    261    493.696
6    0    43.944
6    43    49.0
6    55    67.808
6    173    82.0
6    4    87.943
6    185    98.548
6    134    104.828
6    7    111.807
6    137    127.517
6    53    156.137
6    40    159.833
6    88    168.661
6    218    173.751
6    183    180.0
6    170    191.16
6    108    220.0
6    238    232.914
6    261    239.3
7    0    23.337
7    48    33.0
7    76    50.0
7    178    66.0
7    206    83.0
7    87    149.672
7    41    163.796
7    217    167.586
7    171    175.0
7    122    343.798
7    99    348.0
7    252    376.798
7    229    381.0
7    83    437.0
7    213    444.87
7    261    451.112
8    0    155.242
8    51    165.0
8    116    183.1
8    246    192.417
8    181    198.0
8    82    244.0
8    17    269.0
8    212    275.252
8    5    294.086
8    147    302.0
8    64    314.755
8    135    321.0
8    115    327.0
8    194    345.276
8    245    360.0
8    66    508.0
8    196    514.399
8    16    553.273
8    42    576.709
8    172    581.0
8    146    586.273
8    261    594.656
9    0    72.47
9    90    78.0
9    220    87.185
9    28    97.268
9    158    109.805
9    34    140.425
9    164    161.0
9    36    199.673
9    166    209.0
9    100    244.0
9    23    255.406
9    230    259.455
9    153    278.0
9    20    387.0
9    74    391.967
9    204    398.166
9    150    420.0
9    46    503.403
9    176    521.0
9    261    532.544
10    0    2.299
10    54    13.0
10    12    35.515
10    184    46.0
10    9    58.169
10    142    62.7
10    139    78.0
10    126    119.0
10    256    123.809
10    71    249.0
10    47    271.0
10    201    280.692
10    177    304.0
10    52    347.82
10    182    363.0
10    67    458.0
10    197    473.299
10    35    485.928
10    165    499.0
10    60    552.958
10    25    565.614
10    155    573.0
10    190    585.958
10    261    597.902
11    0    96.912
11    61    103.385
11    30    122.873
11    118    128.649
11    191    136.385
11    160    151.0
11    248    161.649
11    103    354.0
11    93    363.0
11    233    371.535
11    22    374.866
11    152    383.154
11    223    396.0
11    27    437.0
11    114    448.069
11    244    460.765
11    157    470.0
11    261    482.731
12    0    215.216
12    79    216.0
12    57    222.856
12    209    229.215
12    187    237.001
12    106    290.0
12    95    308.0
12    236    312.159
12    81    324.343
12    211    330.875
12    225    341.0
12    70    419.0
12    125    433.48
12    200    439.892
12    98    455.693
12    255    460.607
12    228    479.586
12    14    482.894
12    144    495.0
12    261    502.587
13    0    10.217
13    78    21.468
13    29    28.925
13    208    45.357
13    159    55.0
13    18    85.613
13    148    97.0
13    37    171.574
13    129    180.0
13    167    204.574
13    259    213.0
13    2    274.419
13    132    280.0
13    102    299.0
13    105    321.0
13    232    330.992
13    235    337.472
13    80    353.0
13    19    365.0
13    210    373.88
13    149    398.0
13    6    407.438
13    136    413.974
13    89    434.982
13    68    444.0
13    198    458.163
13    219    467.982
13    49    478.791
13    65    486.0
13    179    511.791
13    195    519.0
13    261    533.763
