Objective = 1422.88
Vehicle    Node    Arrival Time
1    0    81.507
1    45    88.095
1    55    95.855
1    165    101.0
1    175    114.0
1    109    149.0
1    229    170.059
1    53    178.221
1    36    199.083
1    173    210.0
1    105    218.5
1    156    232.083
1    115    244.0
1    225    251.5
1    235    259.703
1    107    304.964
1    59    324.0
1    227    337.964
1    179    357.0
1    35    393.085
1    82    412.0
1    155    426.085
1    202    441.107
1    90    448.0
1    210    459.94
1    113    580.0
1    233    601.682
1    241    617.984
2    0    41.18
2    96    50.0
2    216    67.264
2    71    97.0
2    191    110.082
2    97    262.173
2    101    277.0
2    40    282.284
2    217    295.173
2    221    302.41
2    160    312.0
2    34    567.625
2    154    585.0
2    21    611.0
2    141    630.0
2    92    648.0
2    212    657.5
2    241    669.594
3    0    138.75
3    61    141.0
3    181    147.71
3    81    328.813
3    87    335.0
3    38    344.0
3    201    361.811
3    207    368.0
3    158    377.0
3    63    491.0
3    183    498.516
3    74    545.0
3    194    551.141
3    241    556.931
4    0    131.031
4    103    133.937
4    86    140.063
4    223    148.071
4    206    158.972
4    76    168.0
4    9    184.393
4    196    201.0
4    129    217.393
4    39    321.371
4    33    330.475
4    159    352.245
4    37    358.781
4    153    363.0
4    50    380.121
4    157    384.592
4    85    391.0
4    170    404.0
4    205    411.817
4    241    418.197
5    0    25.474
5    70    34.0
5    190    39.132
5    26    219.678
5    89    232.0
5    146    252.678
5    209    265.0
5    15    364.054
5    69    372.0
5    135    384.0
5    58    394.0
5    189    401.118
5    67    408.071
5    187    416.117
5    178    427.0
5    28    578.45
5    148    592.0
5    241    596.888
6    0    270.908
6    72    275.733
6    88    281.0
6    192    298.331
6    11    304.013
6    208    314.0
6    131    335.0
6    6    366.216
6    126    381.0
6    73    439.637
6    106    445.739
6    226    451.521
6    68    462.0
6    193    469.259
6    54    487.327
6    188    495.0
6    174    519.0
6    30    689.2
6    150    701.0
6    241    707.005
7    0    11.569
7    116    12.0
7    236    19.258
7    93    25.362
7    108    36.644
7    213    56.517
7    228    69.644
7    104    81.03
7    44    96.434
7    224    109.0
7    52    120.0
7    164    129.081
7    49    142.452
7    172    153.0
7    169    175.452
7    2    261.279
7    122    268.0
7    102    417.713
7    48    430.307
7    222    440.022
7    16    446.033
7    136    450.0
7    168    459.582
7    60    534.0
7    5    542.123
7    125    552.87
7    180    567.0
7    66    589.0
7    120    594.287
7    240    604.204
7    186    619.331
7    51    646.103
7    47    655.036
7    171    661.0
7    46    670.15
7    167    688.036
7    166    703.15
7    241    713.431
8    0    43.962
8    62    52.0
8    7    65.0
8    182    77.782
8    14    90.783
8    127    98.0
8    114    104.253
8    134    117.0
8    234    125.585
8    119    134.136
8    32    140.488
8    239    155.319
8    152    171.0
8    94    175.847
8    77    180.024
8    214    192.026
8    83    199.452
8    203    205.707
8    197    213.024
8    65    240.0
8    185    255.575
8    27    261.305
8    22    268.131
8    147    276.0
8    142    297.0
8    118    306.0
8    79    324.442
8    238    334.089
8    199    346.695
8    3    370.614
8    17    385.158
8    123    390.731
8    137    402.0
8    20    440.973
8    140    454.0
8    10    498.917
8    130    505.0
8    99    526.0
8    42    532.039
8    219    543.793
8    162    555.714
8    241    565.562
9    0    97.42
9    98    110.0
9    43    118.236
9    163    126.0
9    218    138.795
9    1    166.626
9    23    180.398
9    121    185.0
9    112    200.888
9    143    204.849
9    232    233.888
9    100    287.0
9    220    294.878
9    18    513.889
9    138    535.0
9    57    571.461
9    117    576.042
9    177    585.0
9    110    590.0
9    237    608.096
9    4    612.849
9    230    623.0
9    124    643.0
9    41    661.362
9    161    683.0
9    241    698.169
10    0    12.035
10    111    20.546
10    25    33.303
10    231    45.616
10    56    51.632
10    176    55.0
10    145    62.69
10    91    211.0
10    78    220.0
10    198    227.344
10    75    236.792
10    211    244.0
10    64    260.0
10    195    264.823
10    184    271.031
10    80    397.0
10    200    426.643
10    84    433.0
10    204    442.887
10    8    451.684
10    19    460.373
10    139    473.0
10    128    482.0
10    29    492.218
10    31    511.631
10    151    518.0
10    149    524.937
10    95    537.0
10    12    561.776
10    215    570.0
10    132    591.0
10    24    611.0
10    13    638.088
10    144    644.0
10    133    655.41
10    241    670.908
