Objective = 1580.58
Vehicle    Node    Arrival Time
1    0    13.402
1    72    17.0
1    125    33.814
1    24    37.0
1    212    49.954
1    15    53.787
1    265    64.875
1    164    70.0
1    4    78.64
1    155    85.264
1    144    103.0
1    126    272.704
1    109    295.018
1    266    305.704
1    92    315.0
1    114    318.834
1    249    328.018
1    254    334.397
1    232    340.672
1    18    351.92
1    107    356.263
1    158    368.88
1    71    374.119
1    247    382.228
1    211    392.547
1    8    550.106
1    148    571.0
1    281    583.456
2    0    49.647
2    88    53.0
2    12    68.945
2    73    74.922
2    228    86.0
2    152    98.0
2    213    107.922
2    32    146.371
2    172    157.0
2    101    182.0
2    241    199.666
2    9    203.553
2    34    211.0
2    53    225.338
2    149    236.324
2    174    244.0
2    193    258.338
2    105    279.0
2    245    284.533
2    129    371.0
2    7    379.862
2    269    397.279
2    62    402.529
2    147    412.693
2    202    425.286
2    38    432.676
2    70    446.091
2    210    457.0
2    178    465.0
2    31    469.655
2    52    484.686
2    106    489.0
2    171    501.439
2    192    507.737
2    246    522.0
2    42    534.275
2    17    545.007
2    157    555.0
2    182    567.0
2    281    579.65
3    0    88.543
3    11    92.111
3    151    106.269
3    83    115.152
3    118    129.0
3    258    142.501
3    223    148.152
3    103    249.728
3    69    256.637
3    3    261.612
3    143    269.0
3    243    282.728
3    209    289.627
3    281    298.342
4    0    322.756
4    5    322.963
4    145    339.0
4    6    358.264
4    120    362.754
4    260    369.217
4    146    385.0
4    29    408.388
4    136    415.095
4    78    430.639
4    276    435.498
4    169    440.0
4    59    445.906
4    218    450.262
4    48    460.192
4    188    468.527
4    199    477.543
4    122    487.339
4    262    499.03
4    57    503.523
4    197    508.0
4    28    541.974
4    131    553.0
4    168    572.0
4    271    580.32
4    281    587.582
5    0    111.287
5    130    113.0
5    81    125.0
5    270    136.667
5    221    141.949
5    115    175.0
5    110    194.0
5    255    207.018
5    250    227.0
5    22    305.854
5    121    319.0
5    162    334.817
5    123    339.435
5    23    344.144
5    261    352.0
5    163    361.0
5    263    370.339
5    93    415.822
5    49    428.578
5    61    433.09
5    40    443.0
5    233    448.822
5    189    454.941
5    201    466.09
5    180    476.0
5    63    516.907
5    203    525.0
5    281    534.617
6    0    36.287
6    20    43.554
6    160    49.0
6    19    62.878
6    79    79.287
6    159    90.0
6    30    96.978
6    219    112.287
6    170    125.0
6    90    237.0
6    230    252.505
6    37    343.517
6    177    357.0
6    138    396.0
6    46    412.217
6    278    419.645
6    186    429.0
6    87    511.0
6    25    537.703
6    227    544.0
6    165    559.0
6    281    568.641
7    0    39.653
7    10    50.207
7    91    57.916
7    231    73.747
7    150    79.0
7    80    150.0
7    220    167.481
7    27    297.021
7    124    302.0
7    264    306.739
7    167    319.0
7    86    347.0
7    226    354.112
7    85    435.492
7    56    440.191
7    196    457.0
7    225    468.492
7    133    486.21
7    273    489.93
7    64    493.107
7    77    509.0
7    217    517.711
7    204    526.107
7    44    558.453
7    184    579.0
7    281    594.316
8    0    43.396
8    16    54.046
8    54    57.702
8    156    67.597
8    127    80.0
8    194    90.0
8    267    113.0
8    74    138.0
8    214    145.78
8    137    154.316
8    277    165.568
8    104    172.831
8    67    192.0
8    244    196.742
8    207    225.0
8    95    285.0
8    235    289.843
8    112    294.328
8    252    304.877
8    102    383.0
8    242    394.84
8    281    398.268
9    0    148.23
9    100    152.0
9    240    161.347
9    14    188.918
9    135    193.566
9    275    211.179
9    154    219.0
9    128    230.659
9    35    244.715
9    268    261.554
9    175    271.0
9    1    406.523
9    141    416.0
9    55    485.839
9    43    497.314
9    116    504.0
9    195    513.0
9    256    519.924
9    183    527.058
9    281    543.203
10    0    56.138
10    36    60.829
10    176    72.0
10    97    131.0
10    75    141.0
10    215    146.331
10    237    152.639
10    26    156.975
10    166    164.668
10    281    168.781
11    0    73.708
11    51    80.044
11    41    91.319
11    191    113.0
11    181    124.0
11    84    344.0
11    60    352.617
11    224    361.379
11    200    372.0
11    45    440.0
11    39    452.65
11    179    459.334
11    185    473.0
11    65    523.308
11    205    535.0
11    281    549.069
12    0    51.906
12    132    60.0
12    50    79.48
12    272    93.0
12    190    112.0
12    89    406.0
12    229    415.2
12    281    425.649
13    0    61.174
13    94    64.526
13    33    69.161
13    234    78.246
13    140    87.254
13    173    92.0
13    99    107.0
13    280    120.209
13    58    131.949
13    239    135.724
13    198    157.0
13    117    191.358
13    134    206.0
13    257    222.712
13    274    230.976
13    66    275.783
13    206    288.0
13    82    340.0
13    2    351.086
13    142    362.0
13    222    373.0
13    98    463.0
13    238    472.682
13    281    481.478
14    0    35.567
14    21    47.331
14    96    56.114
14    161    61.0
14    236    89.114
14    119    288.0
14    68    293.831
14    259    297.273
14    76    311.0
14    208    319.309
14    111    332.0
14    216    343.115
14    251    353.917
14    13    388.555
14    47    396.743
14    153    403.0
14    108    414.0
14    187    427.531
14    248    434.882
14    113    443.0
14    139    462.0
14    253    469.87
14    279    478.957
14    281    487.296
